"","Sex","CensusYear","Province.County.or.City","Birthplace","value"
"620","Male","2011","Waterford City","Belgium",4
"621","Female","2011","Waterford City","Belgium",5
"622","Both sexes","2011","Waterford County","Belgium",6
"623","Male","2011","Waterford County","Belgium",3
"624","Female","2011","Waterford County","Belgium",3
"625","Both sexes","2011","Connacht","Belgium",138
"626","Male","2011","Connacht","Belgium",70
"627","Female","2011","Connacht","Belgium",68
"628","Both sexes","2011","Galway","Belgium",88
"629","Male","2011","Galway","Belgium",42
"630","Female","2011","Galway","Belgium",46
"631","Both sexes","2011","Galway City","Belgium",27
"632","Male","2011","Galway City","Belgium",14
"633","Female","2011","Galway City","Belgium",13
"634","Both sexes","2011","Galway County","Belgium",61
"635","Male","2011","Galway County","Belgium",28
"636","Female","2011","Galway County","Belgium",33
"637","Both sexes","2011","Leitrim","Belgium",8
"638","Male","2011","Leitrim","Belgium",5
"639","Female","2011","Leitrim","Belgium",3
"640","Both sexes","2011","Mayo","Belgium",19
"641","Male","2011","Mayo","Belgium",13
"642","Female","2011","Mayo","Belgium",6
"643","Both sexes","2011","Roscommon","Belgium",10
"644","Male","2011","Roscommon","Belgium",5
"645","Female","2011","Roscommon","Belgium",5
"646","Both sexes","2011","Sligo","Belgium",13
"647","Male","2011","Sligo","Belgium",5
"648","Female","2011","Sligo","Belgium",8
"649","Both sexes","2011","Ulster (part of)","Belgium",36
"650","Male","2011","Ulster (part of)","Belgium",22
"651","Female","2011","Ulster (part of)","Belgium",14
"652","Both sexes","2011","Cavan","Belgium",20
"653","Male","2011","Cavan","Belgium",12
"654","Female","2011","Cavan","Belgium",8
"655","Both sexes","2011","Donegal","Belgium",14
"656","Male","2011","Donegal","Belgium",9
"657","Female","2011","Donegal","Belgium",5
"658","Both sexes","2011","Monaghan","Belgium",2
"659","Male","2011","Monaghan","Belgium",1
"660","Female","2011","Monaghan","Belgium",1
"661","Both sexes","2011","State","Bulgaria",1783
"662","Male","2011","State","Bulgaria",896
"663","Female","2011","State","Bulgaria",887
"664","Both sexes","2011","Leinster","Bulgaria",1287
"665","Male","2011","Leinster","Bulgaria",645
"666","Female","2011","Leinster","Bulgaria",642
"667","Both sexes","2011","Carlow","Bulgaria",5
"668","Male","2011","Carlow","Bulgaria",4
"669","Female","2011","Carlow","Bulgaria",1
"670","Both sexes","2011","Dublin","Bulgaria",816
"671","Male","2011","Dublin","Bulgaria",396
"672","Female","2011","Dublin","Bulgaria",420
"673","Both sexes","2011","Dublin City","Bulgaria",455
"674","Male","2011","Dublin City","Bulgaria",224
"675","Female","2011","Dublin City","Bulgaria",231
"676","Both sexes","2011","Dún Laoghaire-Rathdown","Bulgaria",72
"677","Male","2011","Dún Laoghaire-Rathdown","Bulgaria",25
"678","Female","2011","Dún Laoghaire-Rathdown","Bulgaria",47
"679","Both sexes","2011","Fingal","Bulgaria",148
"680","Male","2011","Fingal","Bulgaria",75
"681","Female","2011","Fingal","Bulgaria",73
"682","Both sexes","2011","South Dublin","Bulgaria",141
"683","Male","2011","South Dublin","Bulgaria",72
"684","Female","2011","South Dublin","Bulgaria",69
"685","Both sexes","2011","Kildare","Bulgaria",113
"686","Male","2011","Kildare","Bulgaria",50
"687","Female","2011","Kildare","Bulgaria",63
"688","Both sexes","2011","Kilkenny","Bulgaria",45
"689","Male","2011","Kilkenny","Bulgaria",25
"690","Female","2011","Kilkenny","Bulgaria",20
"691","Both sexes","2011","Laois","Bulgaria",41
"692","Male","2011","Laois","Bulgaria",18
"693","Female","2011","Laois","Bulgaria",23
"694","Both sexes","2011","Longford","Bulgaria",40
"695","Male","2011","Longford","Bulgaria",26
"696","Female","2011","Longford","Bulgaria",14
"697","Both sexes","2011","Louth","Bulgaria",31
"698","Male","2011","Louth","Bulgaria",18
"699","Female","2011","Louth","Bulgaria",13
"700","Both sexes","2011","Meath","Bulgaria",58
"701","Male","2011","Meath","Bulgaria",30
"702","Female","2011","Meath","Bulgaria",28
"703","Both sexes","2011","Offaly","Bulgaria",40
"704","Male","2011","Offaly","Bulgaria",25
"705","Female","2011","Offaly","Bulgaria",15
"706","Both sexes","2011","Westmeath","Bulgaria",36
"707","Male","2011","Westmeath","Bulgaria",18
"708","Female","2011","Westmeath","Bulgaria",18
"709","Both sexes","2011","Wexford","Bulgaria",29
"710","Male","2011","Wexford","Bulgaria",18
"711","Female","2011","Wexford","Bulgaria",11
"712","Both sexes","2011","Wicklow","Bulgaria",33
"713","Male","2011","Wicklow","Bulgaria",17
"714","Female","2011","Wicklow","Bulgaria",16
"715","Both sexes","2011","Munster","Bulgaria",317
"716","Male","2011","Munster","Bulgaria",158
"717","Female","2011","Munster","Bulgaria",159
"718","Both sexes","2011","Clare","Bulgaria",53
"719","Male","2011","Clare","Bulgaria",25
"720","Female","2011","Clare","Bulgaria",28
"721","Both sexes","2011","Cork","Bulgaria",119
"722","Male","2011","Cork","Bulgaria",56
"723","Female","2011","Cork","Bulgaria",63
"724","Both sexes","2011","Cork City","Bulgaria",46
"725","Male","2011","Cork City","Bulgaria",22
"726","Female","2011","Cork City","Bulgaria",24
"727","Both sexes","2011","Cork County","Bulgaria",73
"728","Male","2011","Cork County","Bulgaria",34
"729","Female","2011","Cork County","Bulgaria",39
"730","Both sexes","2011","Kerry","Bulgaria",33
"731","Male","2011","Kerry","Bulgaria",18
"732","Female","2011","Kerry","Bulgaria",15
"733","Both sexes","2011","Limerick","Bulgaria",57
"734","Male","2011","Limerick","Bulgaria",26
"735","Female","2011","Limerick","Bulgaria",31
"736","Both sexes","2011","Limerick City","Bulgaria",34
"737","Male","2011","Limerick City","Bulgaria",16
"738","Female","2011","Limerick City","Bulgaria",18
"739","Both sexes","2011","Limerick County","Bulgaria",23
"740","Male","2011","Limerick County","Bulgaria",10
"741","Female","2011","Limerick County","Bulgaria",13
"742","Both sexes","2011","North Tipperary","Bulgaria",15
"743","Male","2011","North Tipperary","Bulgaria",9
"744","Female","2011","North Tipperary","Bulgaria",6
"745","Both sexes","2011","South Tipperary","Bulgaria",16
"746","Male","2011","South Tipperary","Bulgaria",10
"747","Female","2011","South Tipperary","Bulgaria",6
"748","Both sexes","2011","Waterford","Bulgaria",24
"749","Male","2011","Waterford","Bulgaria",14
"750","Female","2011","Waterford","Bulgaria",10
"751","Both sexes","2011","Waterford City","Bulgaria",9
"752","Male","2011","Waterford City","Bulgaria",6
"753","Female","2011","Waterford City","Bulgaria",3
"754","Both sexes","2011","Waterford County","Bulgaria",15
"755","Male","2011","Waterford County","Bulgaria",8
"756","Female","2011","Waterford County","Bulgaria",7
"757","Both sexes","2011","Connacht","Bulgaria",133
"758","Male","2011","Connacht","Bulgaria",69
"759","Female","2011","Connacht","Bulgaria",64
"760","Both sexes","2011","Galway","Bulgaria",49
"761","Male","2011","Galway","Bulgaria",24
"762","Female","2011","Galway","Bulgaria",25
"763","Both sexes","2011","Galway City","Bulgaria",28
"764","Male","2011","Galway City","Bulgaria",15
"765","Female","2011","Galway City","Bulgaria",13
"766","Both sexes","2011","Galway County","Bulgaria",21
"767","Male","2011","Galway County","Bulgaria",9
"768","Female","2011","Galway County","Bulgaria",12
"769","Both sexes","2011","Leitrim","Bulgaria",NA
"770","Male","2011","Leitrim","Bulgaria",NA
"771","Female","2011","Leitrim","Bulgaria",NA
"772","Both sexes","2011","Mayo","Bulgaria",62
"773","Male","2011","Mayo","Bulgaria",31
"774","Female","2011","Mayo","Bulgaria",31
"775","Both sexes","2011","Roscommon","Bulgaria",NA
"776","Male","2011","Roscommon","Bulgaria",NA
"777","Female","2011","Roscommon","Bulgaria",NA
"778","Both sexes","2011","Sligo","Bulgaria",22
"779","Male","2011","Sligo","Bulgaria",14
"780","Female","2011","Sligo","Bulgaria",8
"781","Both sexes","2011","Ulster (part of)","Bulgaria",46
"782","Male","2011","Ulster (part of)","Bulgaria",24
"783","Female","2011","Ulster (part of)","Bulgaria",22
"784","Both sexes","2011","Cavan","Bulgaria",25
"785","Male","2011","Cavan","Bulgaria",13
"786","Female","2011","Cavan","Bulgaria",12
"787","Both sexes","2011","Donegal","Bulgaria",16
"788","Male","2011","Donegal","Bulgaria",8
"789","Female","2011","Donegal","Bulgaria",8
"790","Both sexes","2011","Monaghan","Bulgaria",5
"791","Male","2011","Monaghan","Bulgaria",3
"792","Female","2011","Monaghan","Bulgaria",2
"793","Both sexes","2011","State","Brazil",9298
"794","Male","2011","State","Brazil",4680
"795","Female","2011","State","Brazil",4618
"796","Both sexes","2011","Leinster","Brazil",6195
"797","Male","2011","Leinster","Brazil",3068
"798","Female","2011","Leinster","Brazil",3127
"799","Both sexes","2011","Carlow","Brazil",53
"800","Male","2011","Carlow","Brazil",25
"801","Female","2011","Carlow","Brazil",28
"802","Both sexes","2011","Dublin","Brazil",4786
"803","Male","2011","Dublin","Brazil",2373
"804","Female","2011","Dublin","Brazil",2413
"805","Both sexes","2011","Dublin City","Brazil",4033
"806","Male","2011","Dublin City","Brazil",2079
"807","Female","2011","Dublin City","Brazil",1954
"808","Both sexes","2011","Dún Laoghaire-Rathdown","Brazil",265
"809","Male","2011","Dún Laoghaire-Rathdown","Brazil",84
"810","Female","2011","Dún Laoghaire-Rathdown","Brazil",181
"811","Both sexes","2011","Fingal","Brazil",336
"812","Male","2011","Fingal","Brazil",149
"813","Female","2011","Fingal","Brazil",187
"814","Both sexes","2011","South Dublin","Brazil",152
"815","Male","2011","South Dublin","Brazil",61
"816","Female","2011","South Dublin","Brazil",91
"817","Both sexes","2011","Kildare","Brazil",395
"818","Male","2011","Kildare","Brazil",183
"819","Female","2011","Kildare","Brazil",212
"820","Both sexes","2011","Kilkenny","Brazil",77
"821","Male","2011","Kilkenny","Brazil",36
"822","Female","2011","Kilkenny","Brazil",41
"823","Both sexes","2011","Laois","Brazil",44
"824","Male","2011","Laois","Brazil",22
"825","Female","2011","Laois","Brazil",22
"826","Both sexes","2011","Longford","Brazil",54
"827","Male","2011","Longford","Brazil",31
"828","Female","2011","Longford","Brazil",23
"829","Both sexes","2011","Louth","Brazil",85
"830","Male","2011","Louth","Brazil",39
"831","Female","2011","Louth","Brazil",46
"832","Both sexes","2011","Meath","Brazil",275
"833","Male","2011","Meath","Brazil",146
"834","Female","2011","Meath","Brazil",129
"835","Both sexes","2011","Offaly","Brazil",94
"836","Male","2011","Offaly","Brazil",50
"837","Female","2011","Offaly","Brazil",44
"838","Both sexes","2011","Westmeath","Brazil",201
"839","Male","2011","Westmeath","Brazil",106
"840","Female","2011","Westmeath","Brazil",95
"841","Both sexes","2011","Wexford","Brazil",51
"842","Male","2011","Wexford","Brazil",24
"843","Female","2011","Wexford","Brazil",27
"844","Both sexes","2011","Wicklow","Brazil",80
"845","Male","2011","Wicklow","Brazil",33
"846","Female","2011","Wicklow","Brazil",47
"847","Both sexes","2011","Munster","Brazil",1159
"848","Male","2011","Munster","Brazil",603
"849","Female","2011","Munster","Brazil",556
"850","Both sexes","2011","Clare","Brazil",239
"851","Male","2011","Clare","Brazil",122
"852","Female","2011","Clare","Brazil",117
"853","Both sexes","2011","Cork","Brazil",491
"854","Male","2011","Cork","Brazil",259
"855","Female","2011","Cork","Brazil",232
"856","Both sexes","2011","Cork City","Brazil",76
"857","Male","2011","Cork City","Brazil",37
"858","Female","2011","Cork City","Brazil",39
"859","Both sexes","2011","Cork County","Brazil",415
"860","Male","2011","Cork County","Brazil",222
"861","Female","2011","Cork County","Brazil",193
"862","Both sexes","2011","Kerry","Brazil",33
"863","Male","2011","Kerry","Brazil",19
"864","Female","2011","Kerry","Brazil",14
"865","Both sexes","2011","Limerick","Brazil",168
"866","Male","2011","Limerick","Brazil",76
"867","Female","2011","Limerick","Brazil",92
"868","Both sexes","2011","Limerick City","Brazil",50
"869","Male","2011","Limerick City","Brazil",18
"870","Female","2011","Limerick City","Brazil",32
"871","Both sexes","2011","Limerick County","Brazil",118
"872","Male","2011","Limerick County","Brazil",58
"873","Female","2011","Limerick County","Brazil",60
"874","Both sexes","2011","North Tipperary","Brazil",21
"875","Male","2011","North Tipperary","Brazil",8
"876","Female","2011","North Tipperary","Brazil",13
"877","Both sexes","2011","South Tipperary","Brazil",79
"878","Male","2011","South Tipperary","Brazil",45
"879","Female","2011","South Tipperary","Brazil",34
"880","Both sexes","2011","Waterford","Brazil",128
"881","Male","2011","Waterford","Brazil",74
"882","Female","2011","Waterford","Brazil",54
"883","Both sexes","2011","Waterford City","Brazil",106
"884","Male","2011","Waterford City","Brazil",61
"885","Female","2011","Waterford City","Brazil",45
"886","Both sexes","2011","Waterford County","Brazil",22
"887","Male","2011","Waterford County","Brazil",13
"888","Female","2011","Waterford County","Brazil",9
"889","Both sexes","2011","Connacht","Brazil",1665
"890","Male","2011","Connacht","Brazil",864
"891","Female","2011","Connacht","Brazil",801
"892","Both sexes","2011","Galway","Brazil",1053
"893","Male","2011","Galway","Brazil",554
"894","Female","2011","Galway","Brazil",499
"895","Both sexes","2011","Galway City","Brazil",183
"896","Male","2011","Galway City","Brazil",98
"897","Female","2011","Galway City","Brazil",85
"898","Both sexes","2011","Galway County","Brazil",870
"899","Male","2011","Galway County","Brazil",456
"900","Female","2011","Galway County","Brazil",414
"901","Both sexes","2011","Leitrim","Brazil",11
"902","Male","2011","Leitrim","Brazil",4
"903","Female","2011","Leitrim","Brazil",7
"904","Both sexes","2011","Mayo","Brazil",103
"905","Male","2011","Mayo","Brazil",46
"906","Female","2011","Mayo","Brazil",57
